,rc_animal_ids,rc_date,rc_winner,rc_loser,rc_winner_no_ties,rc_loser_no_ties,rc_different_result_as_previous,rc_number_of_switches,cohort,processed_cage_number,strain,rc_averaged_winner,rc_averaged_loser,rc_winner_count,rc_loser_count,rc_tie_count,rc_all_match_count_including_ties,rc_winner_count_minus_loser_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio
28,"('3.1', '3.4')",2022-07-28,"['3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', 'tie', '3.4', '3.1', '3.1', '3.1', '3.1']","['3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.1', '3.4', '3.4', '3.4', '3.4']","['3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1']","['3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4']","[False, True, True, False, True, True, False, False, False, False, False, False, True, True, False, False, False]",6,pilot_2,3,CD1,3.1,3.4,15,3,1,19,12,0.8333333333333334,0.7894736842105263,False,0.05263157894736842
29,"('3.1', '3.4')",2022-07-29,"['3.4', '3.4', '3.4', '3.1', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.1', '3.4', 'tie', '3.4']","['3.1', '3.1', '3.1', '3.4', '3.1', 'tie', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', 'tie', '3.4', '3.1', 'tie', '3.1']","['3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4']","['3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1']","[False, False, True, True, False, False, False, False, False, False, False, False, True, True, False]",4,pilot_2,3,CD1,3.4,3.1,14,2,3,19,12,0.875,0.7368421052631579,False,0.15789473684210525
30,"('3.2', '3.3')",2022-07-28,"['3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.3', '3.3', 'tie', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.2']","['3.3', '3.3', '3.3', '3.3', '3.3', 'tie', '3.2', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.3']","['3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.2']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.3']","[False, False, False, False, True, False, False, False, False, False, True, True, False, False, False, True]",4,pilot_2,3,CD1,3.3,3.2,10,7,2,19,3,0.5882352941176471,0.5263157894736842,True,0.10526315789473684
31,"('3.2', '3.3')",2022-07-29,"['3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","['3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","[False, True, True, False, False, False, False, False, True, True, False, True, True, False, False, False, False, False]",6,pilot_2,3,CD1,3.3,3.2,16,3,0,19,13,0.8421052631578947,0.8421052631578947,False,0.0
32,"('3.2', '3.4')",2022-07-28,"['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.4', 'tie', '3.2', 'tie', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.2', 'tie', '3.4', 'tie', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","[False, False, False, False, False, True, True, True, False, False, False, False, False, False]",3,pilot_2,3,CD1,3.4,3.2,8,7,4,19,1,0.5333333333333333,0.42105263157894735,True,0.21052631578947367
33,"('3.2', '3.4')",2022-07-29,"['3.4', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4']","['3.2', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2']","['3.4', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.2', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2']","[True, True, True, True, False, False, False, False, False, True, False, False, True, False, False, False, False]",6,pilot_2,3,CD1,3.4,3.2,13,5,1,19,8,0.7222222222222222,0.6842105263157895,False,0.05263157894736842
34,"('3.3', '3.4')",2022-07-28,"['3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', 'tie', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.3']","['3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', 'tie', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.4']","['3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.3']","['3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.4']","[True, True, True, False, True, True, True, True, True, True, False, True, True, True, False, False, True]",13,pilot_2,3,CD1,3.4,3.3,9,9,1,19,0,0.5,0.47368421052631576,True,0.05263157894736842
35,"('3.3', '3.4')",2022-07-29,"['3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', 'tie', '3.4', '3.4', '3.4', '3.4', 'tie', '3.3']","['3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', 'tie', '3.3', '3.3', '3.3', '3.3', 'tie', '3.4']","['3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3']","['3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4']","[True, True, True, False, False, False, False, False, True, False, False, True, False, False, False, True]",6,pilot_2,3,CD1,3.4,3.3,11,6,2,19,5,0.6470588235294118,0.5789473684210527,False,0.10526315789473684
36,"('4.1', '4.2')",2022-07-28,"['4.1', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', 'tie', 'tie', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.1']","['4.2', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', 'tie', 'tie', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.2']","['4.1', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.1']","['4.2', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.2']","[True, False, True, True, False, False, False, False, True, True, False, False, False, True, True, True]",8,pilot_2,4,CD1,4.2,4.1,12,5,2,19,7,0.7058823529411765,0.631578947368421,False,0.10526315789473684
37,"('4.1', '4.2')",2022-07-29,"['4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2']","['4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1']","['4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2']","['4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1']","[True, False, False, False, False, False, False, True, True, False, False, False, True, False, True, False, True, True]",7,pilot_2,4,CD1,4.2,4.1,14,5,0,19,9,0.7368421052631579,0.7368421052631579,False,0.0
38,"('4.1', '4.3')",2022-07-28,"['tie', '4.3', '4.1', 'tie', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1']","['tie', '4.1', '4.3', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3']","['4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1']","['4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3']","[True, True, False, False, False, False, False, True, True, False, False, False, True, True, False, True]",7,pilot_2,4,CD1,4.3,4.1,13,4,2,19,9,0.7647058823529411,0.6842105263157895,False,0.10526315789473684
39,"('4.1', '4.3')",2022-07-29,"['4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', 'tie', '4.1', '4.3', '4.1']","['4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', 'tie', '4.3', '4.1', '4.3']","['4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1']","['4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3']","[False, True, True, False, False, False, False, False, False, False, False, True, False, True, True, True, True]",7,pilot_2,4,CD1,4.3,4.1,13,5,1,19,8,0.7222222222222222,0.6842105263157895,False,0.05263157894736842
40,"('4.1', '4.4')",2022-07-28,"['4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1']","['4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4']","['4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1']","['4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4']","[True, True, False, True, False, False, False, False, False, False, True, False, False, True, False, True, True, False]",7,pilot_2,4,CD1,4.1,4.4,12,7,0,19,5,0.631578947368421,0.631578947368421,False,0.0
41,"('4.1', '4.4')",2022-07-29,"['4.4', '4.4', '4.4', '4.1', '4.4', 'tie', '4.4', '4.1', 'tie', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1']","['4.1', '4.1', '4.1', '4.4', '4.1', 'tie', '4.1', '4.4', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4']","['4.4', '4.4', '4.4', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1']","['4.1', '4.1', '4.1', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4']","[False, False, True, True, False, True, True, False, False, False, False, False, False, False, False, True]",5,pilot_2,4,CD1,4.4,4.1,14,3,2,19,11,0.8235294117647058,0.7368421052631579,False,0.10526315789473684
42,"('4.2', '4.3')",2022-07-28,"['4.3', '4.3', '4.3', 'tie', 'tie', '4.3', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3', 'tie', '4.2', '4.2', '4.2']","['4.2', '4.2', '4.2', 'tie', 'tie', '4.2', '4.3', '4.3', '4.3', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2', 'tie', '4.3', '4.3', '4.3']","['4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3']","[False, False, False, True, False, False, False, False, False, False, True, True, False, False]",3,pilot_2,4,CD1,4.2,4.3,10,5,4,19,5,0.6666666666666666,0.5263157894736842,False,0.21052631578947367
43,"('4.2', '4.3')",2022-07-29,"['4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', 'tie', '4.2', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', 'tie', '4.3', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3']","['4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3']","[False, False, False, False, False, True, False, True, True, True, False, False, True, True, True, True, True]",9,pilot_2,4,CD1,4.3,4.2,12,6,1,19,6,0.6666666666666666,0.631578947368421,False,0.05263157894736842
44,"('4.2', '4.4')",2022-07-28,"['4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.2']","['4.4', '4.4', '4.4', '4.4', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.4']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4']","[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True]",2,pilot_2,4,CD1,4.2,4.4,12,5,2,19,7,0.7058823529411765,0.631578947368421,False,0.10526315789473684
45,"('4.2', '4.4')",2022-07-29,"['4.2', '4.4', '4.2', '4.2', '4.4', '4.4', '4.4', 'tie', 'tie', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', 'tie', 'tie', '4.4', '4.2']","['4.4', '4.2', '4.4', '4.4', '4.2', '4.2', '4.2', 'tie', 'tie', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', 'tie', 'tie', '4.2', '4.4']","['4.2', '4.4', '4.2', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.2']","['4.4', '4.2', '4.4', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.4']","[True, True, False, True, False, False, True, True, False, False, True, True, False, True]",8,pilot_2,4,CD1,4.4,4.2,9,6,4,19,3,0.6,0.47368421052631576,False,0.21052631578947367
46,"('4.3', '4.4')",2022-07-28,"['4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3', '4.4', '4.3']","['4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4', '4.3', '4.4']","['4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3', '4.4', '4.3']","['4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4', '4.3', '4.4']","[True, False, True, True, True, False, False, False, False, False, False, True, True, False, True, False, True, True]",9,pilot_2,4,CD1,4.4,4.3,12,7,0,19,5,0.631578947368421,0.631578947368421,False,0.0
47,"('4.3', '4.4')",2022-07-29,"['4.3', '4.3', '4.4', '4.3', 'tie', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3']","['4.4', '4.4', '4.3', '4.4', 'tie', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4']","['4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3']","['4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4']","[False, True, True, False, True, True, True, False, False, True, True, False, True, True, False, True, False]",10,pilot_2,4,CD1,4.3,4.4,9,9,1,19,0,0.5,0.47368421052631576,True,0.05263157894736842
48,"('5.1', '5.2')",2022-07-28,"['5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.2', 'tie', '5.1', '5.1', '5.2', '5.1', '5.2', '5.2', 'tie', '5.2']","['5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.1', 'tie', '5.2', '5.2', '5.1', '5.2', '5.1', '5.1', 'tie', '5.1']","['5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.2', '5.1', '5.1', '5.1']","[False, False, True, False, True, False, True, False, False, True, False, True, True, True, False, False]",7,pilot_2,5,,5.2,5.1,9,8,2,19,1,0.5294117647058824,0.47368421052631576,True,0.10526315789473684
49,"('5.1', '5.2')",2022-07-29,"['5.1', 'tie', 'tie', '5.2', 'tie', 'tie', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', 'tie', 'tie', '5.1', 'tie', 'tie', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', 'tie', '5.1', '5.2', '5.1', '5.1', '5.1']","['5.1', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1']","[True, False, True, True, False, False, False, False, False, True, True, False, False]",5,pilot_2,5,,5.2,5.1,11,3,5,19,8,0.7857142857142857,0.5789473684210527,False,0.2631578947368421
50,"('5.1', '5.3')",2022-07-28,"['5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', 'tie', 'tie', '5.1', '5.1', 'tie', '5.1', '5.1', '5.1', 'tie']","['5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', 'tie', 'tie', '5.3', '5.3', 'tie', '5.3', '5.3', '5.3', 'tie']","['5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[True, True, False, False, False, False, False, False, False, False, False, False, False, False]",2,pilot_2,5,,5.1,5.3,14,1,4,19,13,0.9333333333333333,0.7368421052631579,False,0.21052631578947367
51,"('5.1', '5.3')",2022-07-29,"['5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[True, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False]",3,pilot_2,5,,5.1,5.3,16,3,0,19,13,0.8421052631578947,0.8421052631578947,False,0.0
52,"('5.1', '5.4')",2022-07-28,"['5.4', '5.4', '5.4', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1']","['5.1', '5.1', '5.1', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4']","['5.4', '5.4', '5.4', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1']","['5.1', '5.1', '5.1', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4']","[False, False, True, True, False, False, False, True, False, True, False, True, False, True, False, False, False, True]",7,pilot_2,5,,5.4,5.1,13,6,0,19,7,0.6842105263157895,0.6842105263157895,False,0.0
53,"('5.1', '5.4')",2022-07-29,"['5.1', '5.1', 'tie', '5.1', '5.1', '5.4', '5.4', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.1', '5.1', '5.4', '5.4']","['5.4', '5.4', 'tie', '5.4', '5.4', '5.1', '5.1', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.4', '5.4', '5.1', '5.1']","['5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.1', '5.1', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.4', '5.4', '5.1', '5.1']","[False, False, False, True, False, False, True, True, True, True, True, True, True, False, False, True, False]",9,pilot_2,5,,5.1,5.4,10,8,1,19,2,0.5555555555555556,0.5263157894736842,True,0.05263157894736842
54,"('5.2', '5.3')",2022-07-28,"['5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]",1,pilot_2,5,,5.2,5.3,13,5,0,19,8,0.7222222222222222,0.6842105263157895,False,0.0
55,"('5.2', '5.3')",2022-07-29,"['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', 'tie', 'tie', 'tie', '5.2', '5.2', 'tie', '5.2', '5.2']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', 'tie', '5.3', 'tie', 'tie', 'tie', '5.3', '5.3', 'tie', '5.3', '5.3']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, False, False, False, False, False, False, False, False, False, False, False, False]",0,pilot_2,5,,5.2,5.3,14,0,5,19,14,1.0,0.7368421052631579,False,0.2631578947368421
