,subject_id,cage_num_of_subject,final_elo_rating,cohort,experiment_type,rank
0,3.1,3,1185.0,pilot_1,home_cage_observation,1.0
1,3.2,3,889.6,pilot_1,home_cage_observation,4.0
2,3.3,3,980.7,pilot_1,home_cage_observation,2.0
3,3.4,3,944.7,pilot_1,home_cage_observation,3.0
4,4.1,4,921.2,pilot_1,home_cage_observation,3.0
5,4.2,4,866.4,pilot_1,home_cage_observation,4.0
6,4.3,4,924.4,pilot_1,home_cage_observation,2.0
7,4.4,4,1288.0,pilot_1,home_cage_observation,1.0
