,total_match_number,subject_id,agent_id,original_elo_rating,updated_elo_rating,win_draw_loss,subject_ranking,agent_ranking,pairing_index,oberserver,notes,length_of_observation,date,cage_#,winner,loser,action,1,2,3,4,sheet_name,session_number_difference,,processed_cage_num_of_winner,processed_cage_num_of_loser,cage_num_of_subject,cage_num_of_agent,experiment_type,cohort
2,2,4.4,4.2,1010.0,1019.7,1,1,2,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
3,2,4.2,4.4,1000.0,990.3,0,2,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
4,3,4.4,4.1,1019.7,1029.1,1,1,2,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
5,3,4.1,4.4,1000.0,990.6,0,2,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
6,4,4.4,4.2,1029.1,1038.0,1,1,4,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
7,4,4.2,4.4,990.3,981.4,0,4,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
8,5,4.4,4.3,1038.0,1046.6,1,1,3,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
9,5,4.3,4.4,990.0,981.4,0,3,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
10,6,4.4,4.3,1046.6,1054.7,1,1,4,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
11,6,4.3,4.4,981.4,973.3,0,4,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
12,7,4.4,4.2,1054.7,1062.6,1,1,3,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
13,7,4.2,4.4,981.4,973.5,0,3,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
14,8,4.4,4.3,1062.6,1070.1,1,1,4,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
15,8,4.3,4.4,973.3,965.8,0,4,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
16,9,4.4,4.1,1070.1,1077.9,1,1,2,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
17,9,4.1,4.4,990.6,982.8,0,2,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
18,10,4.4,4.1,1077.9,1085.2,1,1,2,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
19,10,4.1,4.4,982.8,975.5,0,2,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
20,11,4.4,4.1,1085.2,1092.1,1,1,3,0,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
21,11,4.1,4.4,975.5,968.6,0,3,1,1,Naeliz,"observed in homecage, no seperation prior, no tube test prior",30 min,2022-05-02,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
22,12,4.4,4.3,1092.1,1098.6,1,1,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,c,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
23,12,4.3,4.4,965.8,959.3,0,4,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,c,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
24,13,4.4,4.3,1098.6,1104.8,1,1,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
25,13,4.3,4.4,959.3,953.1,0,4,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
26,14,4.4,4.1,1104.8,1111.1,1,1,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
27,14,4.1,4.4,968.6,962.3,0,3,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
28,15,4.4,4.3,1111.1,1116.8,1,1,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
29,15,4.3,4.4,953.1,947.4,0,4,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
30,16,4.4,4.2,1116.8,1122.9,1,1,2,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
31,16,4.2,4.4,973.5,967.4,0,2,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
32,17,4.4,4.3,1122.9,1128.2,1,1,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
33,17,4.3,4.4,947.4,942.1,0,4,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
34,18,4.4,4.2,1128.2,1133.9,1,1,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
35,18,4.2,4.4,967.4,961.7,0,3,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
36,19,4.4,4.2,1133.9,1139.3,1,1,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
37,19,4.2,4.4,961.7,956.3,0,3,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
38,20,4.4,4.2,1139.3,1144.5,1,1,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
39,20,4.2,4.4,956.3,951.1,0,3,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
40,21,4.4,4.2,1144.5,1149.4,1,1,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
41,21,4.2,4.4,951.1,946.2,0,3,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
42,22,4.4,4.2,1149.4,1154.1,1,1,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
43,22,4.2,4.4,946.2,941.5,0,4,1,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
44,23,4.3,4.1,942.1,952.7,1,2,3,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.3,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
45,23,4.1,4.3,962.3,951.7,0,3,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.3,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
46,24,4.2,4.1,941.5,951.8,1,3,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.2,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
47,24,4.1,4.2,951.7,941.4,0,4,3,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.2,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
48,25,4.1,4.2,941.4,951.7,1,3,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
49,25,4.2,4.1,951.8,941.5,0,4,3,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
50,26,4.1,4.2,951.7,961.4,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
51,26,4.2,4.1,941.5,931.8,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
52,27,4.1,4.2,961.4,970.6,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
53,27,4.2,4.1,931.8,922.6,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
54,28,4.1,4.2,970.6,979.2,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
55,28,4.2,4.1,922.6,914.0,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
56,29,4.1,4.2,979.2,987.3,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
57,29,4.2,4.1,914.0,905.9,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
58,30,4.1,4.2,987.3,995.0,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
59,30,4.2,4.1,905.9,898.2,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
60,31,4.1,4.2,995.0,1002.3,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
61,31,4.2,4.1,898.2,890.9,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
62,32,4.1,4.2,1002.3,1009.2,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
63,32,4.2,4.1,890.9,884.0,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
64,33,4.1,4.2,1009.2,1015.7,1,2,4,0,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
65,33,4.2,4.1,884.0,877.5,0,4,2,1,Naeliz,isolated 15 min before and brought together in a fresh cage,15 min,2022-05-03,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
66,34,4.4,4.3,1154.1,1158.9,1,1,3,0,Naeliz,"reintroducing dominant in cage 4 for 15 min, stopped for lack of activity ",15 min,2022-05-05,4.0,4.4,4.3,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
67,34,4.3,4.4,952.7,947.9,0,3,1,1,Naeliz,"reintroducing dominant in cage 4 for 15 min, stopped for lack of activity ",15 min,2022-05-05,4.0,4.4,4.3,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
68,35,4.4,4.1,1158.9,1165.0,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
69,35,4.1,4.4,1015.7,1009.6,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
70,36,4.4,4.1,1165.0,1170.8,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
71,36,4.1,4.4,1009.6,1003.8,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
72,37,4.4,4.1,1170.8,1176.3,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
73,37,4.1,4.4,1003.8,998.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
74,38,4.4,4.1,1176.3,1181.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
75,38,4.1,4.4,998.3,993.0,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
76,39,4.4,4.1,1181.6,1186.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
77,39,4.1,4.4,993.0,988.0,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
78,40,4.4,4.3,1186.6,1190.6,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
79,40,4.3,4.4,947.9,943.9,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
80,41,4.4,4.1,1190.6,1195.4,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
81,41,4.1,4.4,988.0,983.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
82,42,4.4,4.1,1195.4,1200.0,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
83,42,4.1,4.4,983.2,978.6,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
84,43,4.4,4.3,1200.0,1203.7,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
85,43,4.3,4.4,943.9,940.2,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
86,44,4.4,4.1,1203.7,1208.0,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
87,44,4.1,4.4,978.6,974.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
88,45,4.4,4.1,1208.0,1212.1,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
89,45,4.1,4.4,974.3,970.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
90,46,4.4,4.2,1212.1,1214.6,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
91,46,4.2,4.4,877.5,875.0,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
92,47,4.4,4.1,1214.6,1218.5,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
93,47,4.1,4.4,970.2,966.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
94,48,4.2,4.1,875.0,887.6,1,4,2,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
95,48,4.1,4.2,966.3,953.7,0,2,4,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
96,49,4.2,4.1,887.6,899.5,1,4,2,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
97,49,4.1,4.2,953.7,941.8,0,2,4,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
98,50,4.1,4.2,941.8,950.6,1,2,4,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
99,50,4.2,4.1,899.5,890.7,0,4,2,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
100,51,4.1,4.2,950.6,958.9,1,2,4,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
101,51,4.2,4.1,890.7,882.4,0,4,2,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
102,52,4.4,4.1,1218.5,1222.2,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
103,52,4.1,4.4,958.9,955.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
104,53,4.4,4.2,1222.2,1224.7,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
105,53,4.2,4.4,882.4,879.9,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
106,54,4.4,4.1,1224.7,1228.2,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
107,54,4.1,4.4,955.2,951.7,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
108,55,4.4,4.1,1228.2,1231.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
109,55,4.1,4.4,951.7,948.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
110,56,4.4,4.3,1231.6,1234.7,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
111,56,4.3,4.4,940.2,937.1,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
112,57,4.4,4.2,1234.7,1237.0,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
113,57,4.2,4.4,879.9,877.6,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
114,58,4.4,4.2,1237.0,1239.2,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
