,rc_animal_ids,rc_date,rc_winner,rc_loser,rc_winner_no_ties,rc_loser_no_ties,rc_different_result_as_previous,rc_number_of_switches,cohort,processed_cage_number,strain,rc_averaged_winner,rc_averaged_loser,rc_winner_count,rc_loser_count,rc_tie_count,rc_all_match_count_including_ties,rc_winner_count_minus_loser_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio
20,"('2.2', '2.4')",2022-05-19,"['2.4', '2.4', '2.2', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2']","['2.2', '2.2', '2.4', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4']","['2.4', '2.4', '2.2', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2']","['2.2', '2.2', '2.4', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4']","[False, True, True, True, True, False, True, False, False, True, True, False, True, False, False, False, True, False, False]",9,pilot_1,2,C57,2.4,2.2,10,10,0,20,0,0.5,0.5,True,0.0
21,"('2.2', '2.4')",2022-05-20,"['2.4', '2.4', '2.2', '2.4', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', 'tie', '2.4', '2.2', 'tie', 'tie', '2.4', 'tie', '2.4']","['2.2', '2.2', '2.4', '2.2', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', 'tie', '2.2', '2.4', 'tie', 'tie', '2.2', 'tie', '2.2']","['2.4', '2.4', '2.2', '2.4', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.4', '2.2', '2.4', '2.4']","['2.2', '2.2', '2.4', '2.2', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.2', '2.4', '2.2', '2.2']","[False, True, True, False, False, False, False, True, False, False, True, False, True, True, False]",6,pilot_1,2,C57,2.4,2.2,11,5,4,20,6,0.6875,0.55,False,0.2
22,"('2.3', '2.4')",2022-05-19,"['2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3']","['2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4']","['2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3']","['2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4']","[False, False, False, True, True, True, False, True, False, False, True, True, True, True, False, True, False, True, False]",10,pilot_1,2,C57,2.3,2.4,13,7,0,20,6,0.65,0.65,False,0.0
23,"('2.3', '2.4')",2022-05-20,"['2.3', '2.3', '2.4', '2.4', 'tie', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4']","['2.4', '2.4', '2.3', '2.3', 'tie', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3']","['2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4']","['2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3']","[False, True, False, False, True, True, False, True, True, False, True, True, True, True, False, False, False, False]",9,pilot_1,2,C57,2.4,2.3,13,6,1,20,7,0.6842105263157895,0.65,False,0.05
24,"('3.1', '3.2')",2022-05-19,"['3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2']","['3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1']","['3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2']","['3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1']","[False, True, True, False, False, False, False, True, True, True, False, True, False, False, False, False, True, True, True]",9,pilot_1,3,CD1,3.1,3.2,14,6,0,20,8,0.7,0.7,False,0.0
25,"('3.1', '3.3')",2022-05-19,"['3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3']","['3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1']","['3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3']","['3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1']","[True, False, True, True, True, True, False, False, True, True, False, False, False, False, False, False, False, True]",8,pilot_1,3,CD1,3.1,3.3,14,5,0,19,9,0.7368421052631579,0.7368421052631579,False,0.0
26,"('3.1', '3.3')",2022-05-20,"['tie', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', 'tie', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1']","['tie', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', 'tie', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3']","['3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1']","['3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3']","[True, False, False, False, True, True, True, False, False, False, True, True, True, True, False, True, True]",10,pilot_1,3,CD1,3.1,3.3,10,8,2,20,2,0.5555555555555556,0.5,True,0.1
27,"('3.1', '3.4')",2022-05-19,"['3.4', '3.4', '3.1', 'tie', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1']","['3.1', '3.1', '3.4', 'tie', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4']","['3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1']","['3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4']","[False, True, False, True, True, False, False, True, True, True, True, False, False, False, True, True, False]",9,pilot_1,3,CD1,3.1,3.4,12,6,1,19,6,0.6666666666666666,0.631578947368421,False,0.05263157894736842
28,"('3.1', '3.4')",2022-05-20,"['3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']","[False, True, False, True, True, False, True, True, False, False, True, True, False, False, False, False, False, False, False, True, False, True, False, True, True, False, True, True, False, False, True, True, False, False, False, False, False, False, False]",15,pilot_1,3,CD1,3.1,3.4,30,10,0,40,20,0.75,0.75,False,0.0
29,"('3.2', '3.3')",2022-05-19,"['tie', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.3', 'tie', '3.3', 'tie', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2']","['tie', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', 'tie', '3.2', 'tie', '3.2', 'tie', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3']","['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3']","[False, False, False, False, False, False, True, False, True, True, True, False, True, True]",6,pilot_1,3,CD1,3.2,3.3,11,4,4,19,7,0.7333333333333333,0.5789473684210527,False,0.21052631578947367
30,"('3.2', '3.3')",2022-05-20,"['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']","[False, False, False, False, False, True, True, True, True, True, False, True, True, False, False, False, False, False, False]",7,pilot_1,3,CD1,3.3,3.2,11,9,0,20,2,0.55,0.55,True,0.0
31,"('3.2', '3.4')",2022-05-19,"['3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', 'tie', '3.4', '3.2', '3.2']","['3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', 'tie', '3.2', '3.4', '3.4']","['3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2']","['3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4']","[True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, False]",3,pilot_1,3,CD1,3.2,3.4,15,3,1,19,12,0.8333333333333334,0.7894736842105263,False,0.05263157894736842
32,"('3.2', '3.4')",2022-05-20,"['3.2', '3.2', '3.4', '3.4', 'tie', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4']","['3.4', '3.4', '3.2', '3.2', 'tie', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2']","['3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4']","['3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2']","[False, True, False, True, False, False, False, True, False, True, False, True, False, True, False, True, False]",7,pilot_1,3,CD1,3.2,3.4,10,8,1,19,2,0.5555555555555556,0.5263157894736842,True,0.05263157894736842
33,"('3.3', '3.4')",2022-05-19,"['3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3']","['3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4']","['3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3']","['3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4']","[True, False, True, False, False, True, True, False, False, False, False, True, True, True, True, False, True, True, False]",10,pilot_1,3,CD1,3.3,3.4,14,6,0,20,8,0.7,0.7,False,0.0
34,"('3.3', '3.4')",2022-05-20,"['3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', 'tie', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', 'tie', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3']","[True, False, False, False, True, True, False, True, False, True, False, False, False, True, False, False, False, False]",6,pilot_1,3,CD1,3.3,3.4,10,9,1,20,1,0.5263157894736842,0.5,True,0.05
35,"('4.1', '4.2')",2022-05-19,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","[False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False]",2,pilot_1,4,CD1,4.1,4.2,17,3,0,20,14,0.85,0.85,False,0.0
36,"('4.1', '4.2')",2022-05-20,"['4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', 'tie', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","['4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","[True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]",4,pilot_1,4,CD1,4.1,4.2,17,2,1,20,15,0.8947368421052632,0.85,False,0.05
37,"('4.1', '4.3')",2022-05-19,"['4.1', '4.1', '4.3', 'tie', '4.3', '4.3', '4.1', '4.1', '4.3', 'tie', '4.3', '4.3', '4.1', '4.1', 'tie', '4.3', '4.3', '4.1', '4.3']","['4.3', '4.3', '4.1', 'tie', '4.1', '4.1', '4.3', '4.3', '4.1', 'tie', '4.1', '4.1', '4.3', '4.3', 'tie', '4.1', '4.1', '4.3', '4.1']","['4.1', '4.1', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.3', '4.1', '4.3']","['4.3', '4.3', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.1', '4.3', '4.1']","[False, True, False, False, True, False, True, False, False, True, False, True, False, True, True]",7,pilot_1,4,CD1,4.3,4.1,9,7,3,19,2,0.5625,0.47368421052631576,True,0.15789473684210525
38,"('4.1', '4.3')",2022-05-20,"['4.3', '4.3', 'tie', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.1', '4.1', 'tie', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']","['4.3', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.1', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']","[False, True, False, False, False, True, True, True, True, True, True, False, False, False, False, False, False]",7,pilot_1,4,CD1,4.1,4.3,13,5,1,19,8,0.7222222222222222,0.6842105263157895,False,0.05263157894736842
39,"('4.1', '4.4')",2022-05-19,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', 'tie', '4.1', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', 'tie', '4.4', '4.4', '4.4', '4.1', '4.1']","['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1']","[False, False, False, False, True, False, True, True, True, True, False, False, False, True, False, False, True, False]",7,pilot_1,4,CD1,4.1,4.4,10,9,1,20,1,0.5263157894736842,0.5,True,0.05
40,"('4.1', '4.4')",2022-05-20,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', 'tie', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', 'tie', '4.4', '4.4', '4.1', '4.1']","['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1']","[False, False, False, False, True, False, True, True, True, True, False, False, False, True, False, False, True, False]",7,pilot_1,4,CD1,4.1,4.4,10,9,1,20,1,0.5263157894736842,0.5,True,0.05
41,"('4.2', '4.3')",2022-05-19,"['4.2', '4.2', '4.2', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', 'tie', '4.3', '4.3', '4.2']","['4.3', '4.3', '4.3', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', 'tie', '4.2', '4.2', '4.3']","['4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2']","['4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3']","[False, False, True, False, False, False, True, True, True, True, True, True, False, False, False, True]",8,pilot_1,4,CD1,4.3,4.2,10,7,2,19,3,0.5882352941176471,0.5263157894736842,True,0.10526315789473684
42,"('4.2', '4.3')",2022-05-20,"['4.3', '4.3', 'tie', '4.3', '4.3', 'tie', '4.2', 'tie', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2']","['4.2', '4.2', 'tie', '4.2', '4.2', 'tie', '4.3', 'tie', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3']","['4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3']","[False, False, False, True, False, False, True, False, True, False, True, False, False, False, True]",5,pilot_1,4,CD1,4.3,4.2,10,6,4,20,4,0.625,0.5,False,0.2
43,"('4.2', '4.4')",2022-05-19,"['4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.2']","['4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.4']","['4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.2']","['4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.4']","[True, True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, True]",7,pilot_1,4,CD1,4.4,4.2,15,4,0,19,11,0.7894736842105263,0.7894736842105263,False,0.0
44,"('4.2', '4.4')",2022-05-20,"['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', 'tie', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True]",3,pilot_1,4,CD1,4.4,4.2,15,3,1,19,12,0.8333333333333334,0.7894736842105263,False,0.05263157894736842
45,"('4.3', '4.4')",2022-05-19,"['4.3', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', 'tie', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3']","['4.4', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', 'tie', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4']","['4.3', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3']","['4.4', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4']","[True, True, True, False, True, True, True, False, False, True, True, True, False, False, False, True, False, False]",10,pilot_1,4,CD1,4.3,4.4,10,9,1,20,1,0.5263157894736842,0.5,True,0.05
