,rc_animal_ids,rc_winner,rc_loser,rc_average_number_of_switches,rc_winner_no_ties,rc_loser_no_ties,rc_averaged_winner,rc_averaged_loser,rc_winner_count,rc_loser_count,rc_tie_count,rc_all_match_count_including_ties,rc_winner_count_minus_loser_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio,processed_cage_number,cohort
10,"('2.2', '2.4')","['2.4', '2.4', '2.2', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.4', '2.2', '2.4', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', 'tie', '2.4', '2.2', 'tie', 'tie', '2.4', 'tie', '2.4']","['2.2', '2.2', '2.4', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.2', '2.4', '2.2', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', 'tie', '2.2', '2.4', 'tie', 'tie', '2.2', 'tie', '2.2']",7.5,"['2.4', '2.4', '2.2', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.4', '2.2', '2.4', '2.4', '2.4', '2.4', '2.4', '2.2', '2.2', '2.2', '2.4', '2.4', '2.2', '2.4', '2.4']","['2.2', '2.2', '2.4', '2.2', '2.4', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.4', '2.4', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.2', '2.4', '2.2', '2.2', '2.2', '2.2', '2.2', '2.4', '2.4', '2.4', '2.2', '2.2', '2.4', '2.2', '2.2']",2.4,2.2,21,15,4,40,6,0.5833333333333334,0.525,True,0.1,2,pilot_1
11,"('2.3', '2.4')","['2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', 'tie', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4']","['2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', 'tie', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3']",9.5,"['2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4']","['2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3']",2.4,2.3,20,19,1,40,1,0.5128205128205128,0.5,True,0.025,2,pilot_1
12,"('3.1', '3.2')","['3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2']","['3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1']",9.0,"['3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.2']","['3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.1']",3.1,3.2,14,6,0,20,8,0.7,0.7,False,0.0,3,pilot_1
13,"('3.1', '3.3')","['3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', 'tie', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', 'tie', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1']","['3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', 'tie', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', 'tie', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3']",9.0,"['3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1']","['3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3']",3.1,3.3,24,13,2,39,11,0.6486486486486487,0.6153846153846154,False,0.05128205128205128,3,pilot_1
14,"('3.1', '3.4')","['3.4', '3.4', '3.1', 'tie', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.4', 'tie', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']",12.0,"['3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4']",3.1,3.4,42,16,1,59,26,0.7241379310344828,0.711864406779661,False,0.01694915254237288,3,pilot_1
15,"('3.2', '3.3')","['tie', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.3', 'tie', '3.3', 'tie', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['tie', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', 'tie', '3.2', 'tie', '3.2', 'tie', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",6.5,"['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.2', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",3.2,3.3,20,15,4,39,5,0.5714285714285714,0.5128205128205128,True,0.10256410256410256,3,pilot_1
16,"('3.2', '3.4')","['3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', 'tie', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', 'tie', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4']","['3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', 'tie', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', 'tie', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2']",5.0,"['3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4']","['3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2']",3.2,3.4,25,11,2,38,14,0.6944444444444444,0.6578947368421053,False,0.05263157894736842,3,pilot_1
17,"('3.3', '3.4')","['3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', 'tie', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', 'tie', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3']",8.0,"['3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3']",3.3,3.4,24,15,1,40,9,0.6153846153846154,0.6,False,0.025,3,pilot_1
18,"('4.1', '4.2')","['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', 'tie', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",3.0,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",4.1,4.2,34,5,1,40,29,0.8717948717948718,0.85,False,0.025,4,pilot_1
19,"('4.1', '4.3')","['4.1', '4.1', '4.3', 'tie', '4.3', '4.3', '4.1', '4.1', '4.3', 'tie', '4.3', '4.3', '4.1', '4.1', 'tie', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', 'tie', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.3', '4.3', '4.1', 'tie', '4.1', '4.1', '4.3', '4.3', '4.1', 'tie', '4.1', '4.1', '4.3', '4.3', 'tie', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', 'tie', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']",7.0,"['4.1', '4.1', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.3', '4.3', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']",4.1,4.3,20,14,4,38,6,0.5882352941176471,0.5263157894736842,True,0.10526315789473684,4,pilot_1
20,"('4.1', '4.4')","['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', 'tie', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', 'tie', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', 'tie', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', 'tie', '4.4', '4.4', '4.1', '4.1']",7.0,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1']",4.1,4.4,20,18,2,40,2,0.5263157894736842,0.5,True,0.05,4,pilot_1
21,"('4.2', '4.3')","['4.2', '4.2', '4.2', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', 'tie', '4.3', '4.3', '4.2', '4.3', '4.3', 'tie', '4.3', '4.3', 'tie', '4.2', 'tie', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2']","['4.3', '4.3', '4.3', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', 'tie', '4.2', '4.2', '4.3', '4.2', '4.2', 'tie', '4.2', '4.2', 'tie', '4.3', 'tie', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3']",6.5,"['4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2']","['4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3']",4.3,4.2,20,13,6,39,7,0.6060606060606061,0.5128205128205128,False,0.15384615384615385,4,pilot_1
22,"('4.2', '4.4')","['4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', 'tie', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2']","['4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4']",5.0,"['4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2']","['4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4']",4.4,4.2,30,7,1,38,23,0.8108108108108109,0.7894736842105263,False,0.02631578947368421,4,pilot_1
23,"('4.3', '4.4')","['4.3', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', 'tie', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.3', '4.4', 'tie', '4.4', '4.3']","['4.4', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', 'tie', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.4', '4.3', 'tie', '4.3', '4.4']",9.0,"['4.3', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.3', '4.4', '4.4', '4.3']","['4.4', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.3', '4.4', '4.4', '4.4', '4.4', '4.4', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.4', '4.3', '4.3', '4.4']",4.4,4.3,21,17,2,40,4,0.5526315789473685,0.525,True,0.05,4,pilot_1
